Date,Open*,High,Low,Close**,Volume,Market Cap
"Sep 15, 2017",0.165035,0.189184,0.150973,0.181358,289414000,6328090000
"Sep 14, 2017",0.200427,0.20201,0.164167,0.164167,152533000,7685140000
"Sep 13, 2017",0.20963,0.209674,0.196179,0.200778,105471000,8038030000
"Sep 12, 2017",0.21486,0.220623,0.207608,0.209303,94519500,8238550000
"Sep 11, 2017",0.212513,0.220057,0.210353,0.214441,138339000,8148560000
"Sep 10, 2017",0.209606,0.216529,0.197605,0.213031,117091000,8037080000
"Sep 09, 2017",0.211293,0.211892,0.206395,0.209995,51185500,8101800000
"Sep 08, 2017",0.223615,0.224308,0.206103,0.211518,151329000,8574260000
"Sep 07, 2017",0.226382,0.22721,0.219618,0.22364,103080000,8680360000
"Sep 06, 2017",0.214951,0.22686,0.214805,0.226186,163297000,8242060000
"Sep 05, 2017",0.20511,0.218674,0.190232,0.215189,242636000,7864700000
"Sep 04, 2017",0.228781,0.228781,0.19596,0.204968,239613000,8772340000
"Sep 03, 2017",0.227229,0.236443,0.218662,0.228811,186526000,8712840000
"Sep 02, 2017",0.249348,0.24968,0.217774,0.226669,329928000,9560940000
"Sep 01, 2017",0.255803,0.256162,0.243833,0.248479,283576000,9808460000
"Aug 31, 2017",0.227558,0.261038,0.225907,0.25563,432574000,8725450000
"Aug 30, 2017",0.218871,0.229805,0.217476,0.228006,181186000,8392340000
"Aug 29, 2017",0.224026,0.225926,0.214867,0.218564,269770000,8590000000
"Aug 28, 2017",0.203425,0.23626,0.19661,0.224508,542468000,7800090000
"Aug 27, 2017",0.212617,0.212617,0.197717,0.202995,193971000,8152540000
"Aug 26, 2017",0.218256,0.229086,0.210324,0.212577,184121000,8368790000
"Aug 25, 2017",0.2172,0.232184,0.203022,0.217828,504484000,8328300000
"Aug 24, 2017",0.252371,0.288783,0.212543,0.218958,1342360000,9676890000
"Aug 23, 2017",0.240987,0.297662,0.219992,0.246827,1770400000,9240380000
"Aug 22, 2017",0.194971,0.254659,0.171483,0.239286,1450040000,7475950000
"Aug 21, 2017",0.15841,0.205684,0.154856,0.191918,447089000,6074040000
"Aug 20, 2017",0.154569,0.161205,0.153432,0.158735,68542800,5926770000
"Aug 19, 2017",0.159553,0.162348,0.152305,0.155057,87062100,6117890000
"Aug 18, 2017",0.157117,0.168716,0.154162,0.158883,146539000,6024470000
"Aug 17, 2017",0.160787,0.161001,0.155909,0.157498,56084300,6165190000
"Aug 16, 2017",0.161238,0.161726,0.153087,0.160431,107920000,6182490000
"Aug 15, 2017",0.16979,0.16979,0.158244,0.161221,100614000,6510400000
"Aug 14, 2017",0.168376,0.180054,0.165289,0.169991,84388300,6457680000
"Aug 13, 2017",0.173545,0.174147,0.162625,0.168092,110199000,6655930000
"Aug 12, 2017",0.179221,0.182599,0.173242,0.173853,65229300,6873590000
"Aug 11, 2017",0.180175,0.182631,0.177627,0.179307,54059700,6910180000
"Aug 10, 2017",0.183168,0.1835,0.180013,0.180399,48162800,7023380000
"Aug 09, 2017",0.192527,0.192914,0.180629,0.182947,97805400,7382220000
"Aug 08, 2017",0.179602,0.194391,0.178487,0.192586,180028000,6886620000
"Aug 07, 2017",0.179716,0.181847,0.177605,0.179021,58052100,6891020000
"Aug 06, 2017",0.185398,0.189486,0.180298,0.180444,74161600,7108860000
"Aug 05, 2017",0.173865,0.187844,0.173267,0.184737,114270000,6666640000
"Aug 04, 2017",0.174555,0.176053,0.172224,0.173743,45170000,6693120000
"Aug 03, 2017",0.173218,0.175969,0.17173,0.174612,31479000,6639970000
"Aug 02, 2017",0.177531,0.179655,0.171618,0.173113,53441400,6805300000
"Aug 01, 2017",0.168024,0.178332,0.166124,0.177053,119957000,6440860000
"Jul 31, 2017",0.16505,0.169535,0.162002,0.167386,57273800,6326860000
"Jul 30, 2017",0.169494,0.170411,0.164094,0.165082,40621700,6497250000
"Jul 29, 2017",0.165218,0.171566,0.155475,0.169871,80897000,6333340000
"Jul 28, 2017",0.173211,0.174078,0.162183,0.165937,74649800,6639700000
"Jul 27, 2017",0.17521,0.176602,0.17198,0.173457,34575100,6716190000
"Jul 26, 2017",0.177582,0.180872,0.16906,0.173822,76584600,6807110000
"Jul 25, 2017",0.19228,0.192734,0.169797,0.178104,166807000,7370540000
"Jul 24, 2017",0.194979,0.195279,0.189835,0.192002,56632800,7466020000
"Jul 23, 2017",0.193568,0.204121,0.188722,0.195058,195682000,7411980000
"Jul 22, 2017",0.182168,0.195009,0.181447,0.19332,83913800,6975460000
"Jul 21, 2017",0.18943,0.190708,0.181098,0.182608,104722000,7253530000
"Jul 20, 2017",0.170017,0.192918,0.167718,0.188295,183292000,6510190000
"Jul 19, 2017",0.188498,0.188533,0.158188,0.168388,147778000,7217840000
"Jul 18, 2017",0.179668,0.195807,0.165966,0.188718,295841000,6879740000
"Jul 17, 2017",0.150146,0.179604,0.141425,0.177889,312685000,5749320000
"Jul 16, 2017",0.16948,0.172575,0.11977,0.148056,257944000,6489640000
"Jul 15, 2017",0.190976,0.191167,0.167118,0.170589,131779000,7312750000
"Jul 14, 2017",0.200819,0.201156,0.183369,0.190769,97037600,7689650000
"Jul 13, 2017",0.205873,0.230452,0.193357,0.200809,216750000,7883170000
"Jul 12, 2017",0.184198,0.205898,0.177162,0.205354,153023000,7053180000
"Jul 11, 2017",0.196415,0.20332,0.168265,0.185019,271415000,7520990000
"Jul 10, 2017",0.234067,0.234067,0.185418,0.203165,119367000,8962770000
"Jul 09, 2017",0.236884,0.248501,0.233416,0.233416,82755000,9070620000
"Jul 08, 2017",0.239741,0.239741,0.221769,0.236134,124578000,9180000000
"Jul 07, 2017",0.254858,0.255431,0.238892,0.23948,88408000,9758870000
"Jul 06, 2017",0.256374,0.257148,0.253303,0.254641,43845800,9816910000
"Jul 05, 2017",0.255125,0.261713,0.254275,0.256523,73292100,9769110000
"Jul 04, 2017",0.259841,0.262258,0.254387,0.254709,56008900,9949670000
"Jul 03, 2017",0.258977,0.262354,0.255666,0.259959,60367800,9916580000
"Jul 02, 2017",0.254512,0.259951,0.250944,0.259449,54095000,9745600000
"Jul 01, 2017",0.262855,0.263053,0.252966,0.254744,53611000,10065100000
"Jun 30, 2017",0.26606,0.26916,0.262242,0.26293,67764500,10187800000
