,circulating_supply,id,last_updated,max_supply,name,quotes.USD.market_cap,quotes.USD.percent_change_1h,quotes.USD.percent_change_24h,quotes.USD.percent_change_7d,quotes.USD.price,quotes.USD.volume_24h,rank,symbol,total_supply,website_slug
0,17091275.0,1,1528913373.0,21000000.0,Bitcoin,108959441816.0,1.07,-5.36,-16.14,6375.15,5392110000.0,1,BTC,17091275.0,bitcoin
1,56965348.0,2,1528913341.0,84000000.0,Litecoin,5434499856.0,3.98,-8.55,-20.89,95.4001,398750000.0,6,LTC,56965348.0,litecoin
2,14736400.0,3,1528913341.0,,Namecoin,19534424.0,-6.15,-13.71,-21.04,1.32559,336207.0,305,NMC,14736400.0,namecoin
3,22935396.0,4,1528913342.0,42000000.0,Terracoin,1980118.0,0.8,-11.97,-21.55,0.0863346,4847.96,747,TRC,22935396.0,terracoin
4,24806382.0,5,1528913341.0,,Peercoin,36966967.0,0.57,-6.54,-22.12,1.49022,651597.0,206,PPC,24806382.0,peercoin
5,2093161.0,6,1528913341.0,,Novacoin,5907005.0,0.27,-4.47,-15.93,2.82205,11573.4,540,NVC,2093161.0,novacoin
6,203613880.0,8,1528913341.0,336000000.0,Feathercoin,18292976.0,0.12,-3.46,-21.39,0.0898415,126596.0,313,FTC,203613880.0,feathercoin
7,4557669.0,9,1528913341.0,,Mincoin,93738.0,1.63,1.77,15.96,0.0205671,88.6201,1230,MNC,4557669.0,mincoin
8,31068534.0,10,1528913342.0,,Freicoin,169608.0,11.64,-8.65,-35.07,0.00545917,17.9374,1170,FRC,100000000.0,freicoin
9,21001805.0,13,1528913341.0,,Ixcoin,2019651.0,0.6,-5.04,-18.38,0.0961656,1249.86,744,IXC,21001805.0,ixcoin
10,37606.0,14,1528913341.0,,BitBar,305901.0,1.25,-13.96,-28.98,8.13435,48.3535,1121,BTB,37606.0,bitbar
11,119606941.0,16,1528913342.0,,WorldCoin,865544.0,1.16,-9.58,-16.02,0.00723657,833.945,857,WDC,119606941.0,worldcoin
12,29301618.0,18,1528913342.0,48166000.0,Digitalcoin,955766.0,1.23,-6.79,-17.9,0.0326182,690.926,847,DGC,29301618.0,digitalcoin
13,41080908.0,25,1528913343.0,72245700.0,GoldCoin,3933600.0,3.24,-14.79,-37.78,0.0957525,12015.2,631,GLD,41080908.0,goldcoin
14,9652852.0,31,1528913342.0,,Argentum,1450129.0,1.27,-12.05,-9.57,0.150228,2467.43,790,ARG,9652852.0,argentum
15,156913424.0,32,1528913342.0,165888000.0,Fastcoin,418347.0,1.25,-3.16,-20.01,0.0026661,71.7138,1100,FST,156913424.0,fastcoin
16,61033.0,34,1528913341.0,,Bitgem,334892.0,1.16,-6.92,-22.9,5.4871,138.612,1111,BTG,61033.0,bitgem
17,67050588.0,35,1528913342.0,,Phoenixcoin,374553.0,1.25,-13.41,-17.42,0.00558612,884.331,934,PXC,67050588.0,phoenixcoin
18,37177137.0,37,1528913343.0,42000000.0,Megacoin,715894.0,1.23,-16.94,-21.32,0.0192563,304.687,1069,MEC,37177137.0,megacoin
19,,41,1528913342.0,,Infinitecoin,,1.03,-14.56,-31.75,4.12611e-05,24954.8,1459,IFC,90596274910.0,infinitecoin
20,23923163.0,42,1528913341.0,,Primecoin,30100124.0,-0.59,-14.95,-33.58,1.2582,527051.0,228,XPM,23923163.0,primecoin
21,2110317.0,43,1528913342.0,,Anoncoin,2279733.0,1.21,-5.44,-30.84,1.08028,689.33,731,ANC,2110317.0,anoncoin
22,35973085511.0,45,1528913342.0,,CasinoCoin,15988598.0,17.83,-5.73,-26.78,0.00044446,14454.4,336,CSC,39999999905.0,casinocoin
23,1015415.0,49,1528913343.0,,Bullion,1404522.0,1.61,,-22.88,1.3832,202.834,1048,CBX,1015415.0,bullion
24,19117129.0,50,1528913342.0,,Emerald Crypto,146837.0,0.42,-8.38,-22.27,0.00768092,35.7976,1186,EMD,19117129.0,emerald
25,65171010.0,51,1528913342.0,,GlobalCoin,244081.0,49.35,0.91,7.22,0.00374524,29.3935,1135,GLC,65171010.0,globalcoin
26,39244312603.0,52,1528913342.0,100000000000.0,Ripple,20985621454.0,2.75,-6.6,-20.3,0.534743,380273000.0,3,XRP,99991958570.0,ripple
27,255536602.0,53,1528913342.0,,Quark,2390563.0,6.42,-3.87,-28.99,0.00935507,317.699,1038,QRK,255536602.0,quark
28,168182994.0,56,1528913357.0,,Zetacoin,675845.0,-1.07,-9.16,-15.41,0.00401851,422.12,1074,ZET,168182994.0,zetacoin
29,8639556.0,57,1528913342.0,,SecureCoin,166722.0,1.25,-4.7,-24.04,0.0192975,83.9224,1172,SRC,8639556.0,securecoin
30,127215995.0,58,1528913342.0,,Sexcoin,1745454.0,2.24,-3.11,-23.5,0.0137204,2498.44,764,SXC,127215995.0,sexcoin
31,6433866.0,61,1528851849.0,,TagCoin,309365.0,,-2.04,-20.34,0.0480838,,1115,TAG,6433866.0,tagcoin
32,20991587.0,63,1528913342.0,,I0Coin,708901.0,1.25,-9.29,-33.89,0.0337707,47.05,1071,I0C,20991587.0,i0coin
33,144319775.0,64,1528913344.0,160000000.0,FlorinCoin,8222258.0,-1.85,-8.79,-50.31,0.0569725,69648.6,473,FLO,144319775.0,florincoin
34,998999942.0,66,1528913343.0,1000000000.0,Nxt,110136747.0,2.52,-10.57,-22.41,0.110247,4162510.0,88,NXT,998999942.0,nxt
35,198783.0,67,1528913342.0,,Unobtanium,26615041.0,1.49,2.63,-8.28,133.89,47124.3,242,UNO,198783.0,unobtanium
36,36010547.0,68,1528913342.0,,Joulecoin,297025.0,1.21,-9.62,-13.39,0.00824829,125.652,1121,XJO,36010547.0,joulecoin
37,31775149.0,69,1528913342.0,,Datacoin,143210.0,1.25,-5.54,-16.47,0.00450699,17.611,1191,DTC,31775149.0,datacoin
38,,70,1528913345.0,,BetaCoin,,1.22,-2.91,-22.68,0.00241219,62.9941,1549,BET,,betacoin
39,,71,1528913342.0,1420609614.0,GrandCoin,,-24.1,-5.54,-26.18,0.000126957,38.4244,1556,GDC,,grandcoin
40,38948632.0,72,1528913381.0,,Deutsche eMark,988956.0,1.25,-5.4,-16.7,0.0253913,2227.3,845,DEM,45930608.0,deutsche-emark
41,114852075067.0,74,1528913348.0,,Dogecoin,324925709.0,0.86,-10.82,-23.68,0.00282908,9138220.0,42,DOGE,114852075067.0,dogecoin
42,787126712.0,75,1528913343.0,,NetCoin,499658.0,1.25,-14.11,-27.27,0.000634787,280.676,1088,NET,787126712.0,netcoin
43,6014340.0,76,1528811644.0,,Philosopher Stones,198899.0,,,-26.23,0.0330708,,1151,PHS,6014340.0,philosopher-stones
44,2818997.0,77,1528913342.0,4380000.0,Diamond,9985283.0,-1.55,-17.77,-27.86,3.54214,36910.8,433,DMD,2818997.0,diamond
45,64151405.0,78,1528913342.0,120000000.0,HoboNickels,460164.0,1.21,-18.45,-28.65,0.00717309,8.15434,1093,HBN,64151405.0,hobonickels
46,43536800.0,79,1528913342.0,,Tigercoin,262547.0,1.21,12.17,3.7,0.00603047,234.715,1132,TGC,43536800.0,tigercoin
47,3220616.0,80,1528913343.0,,Orbitcoin,911599.0,1.25,-2.39,-17.24,0.283051,66.3489,1059,ORB,3220616.0,orbitcoin
48,561116.0,83,1528913346.0,,Omni,9549637.0,1.0,-13.78,-28.22,17.019,25737.6,448,OMNI,617432.0,omni
49,6509050.0,84,1528913342.0,,Catcoin,109081.0,1.36,-12.14,6.06,0.0167584,512.526,991,CAT,6509050.0,catcoin
50,212269865434.0,87,1528913343.0,,FedoraCoin,4073862.0,2.33,-16.22,-27.3,1.91919e-05,84210.8,623,TIPS,482759907611.0,fedoracoin
51,939210.0,88,1528913342.0,,RonPaulCoin,124311.0,-5.61,-24.59,-17.93,0.132357,92.1063,1201,RPC,939210.0,ronpaulcoin
52,224302273255.0,89,1528913343.0,,Mooncoin,11292745.0,5.03,-10.31,-17.34,5.03461e-05,4661.11,405,MOON,224302273255.0,mooncoin
53,539096740560.0,90,1528913347.0,,Dimecoin,12626724.0,-7.65,-21.8,-35.88,2.3422e-05,39322.3,383,DIME,539096740560.0,dimecoin
54,42.0,93,1528913343.0,,42-coin,925230.0,0.93,-4.49,-14.56,22029.3,44.9742,1058,42,42.0,42-coin
55,44634100.0,99,1528913342.0,84000000.0,Vertcoin,47317056.0,2.16,-12.68,-31.91,1.06011,939105.0,166,VTC,44634100.0,vertcoin
56,,101,1528913342.0,,KlondikeCoin,,1.21,-5.07,-23.06,0.00926789,36.7731,1558,KDC,,klondikecoin
57,74107896.0,103,1528913342.0,,RedCoin,108198.0,0.01,-9.67,-25.04,0.00146001,120.408,1214,RED,74107896.0,redcoin
58,10385784358.0,109,1528913347.0,21000000000.0,DigiByte,270631730.0,4.21,-14.79,-23.53,0.0260579,5030750.0,48,DGB,10385784358.0,digibyte
59,24615335.0,113,1528913343.0,,SmartCoin,213829.0,1.25,-5.43,-3.16,0.00868682,77.9659,1146,SMC,24615335.0,smartcoin
60,75553542.0,114,1528913342.0,,TeslaCoin,1707389.0,1.21,-11.12,-8.85,0.0225984,591.444,766,TES,75553542.0,teslacoin
61,2329960398.0,117,1528913342.0,,NobleCoin,1035320.0,1.21,-5.54,-32.3,0.000444351,312.689,1057,NOBL,2329960398.0,noblecoin
